OID_;navn;type;innfartsparkering;referanse;id;bruksområde;antall_avgiftsfrie_plasser;antall_avgiftsbelagte_plasser;plasser_reservert_handikappede;antall_ladeplasser;antall_parkeringsplasser_små_k;antall_parkeringsplasser_store_;areal;avgift;avgifts__restriksjonsinfo;vinterdriftsklasse;brøyterodenummer;strørodenummer;byggeår;eier;vedlikeholdsansvarlig;parkeringstilbyder_navn;parkeringstilbyder_id;organisasjonsnummer;versjonsnummer;skiltplan_id;kjøretøytype__dimensjonerende;adresse;postnummer;poststed;lengdegrad;breddegrad;ORIG_FID;Long;Lat
315;Skjervøy sentrum;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;11342;;60;0;1;0;;;;;;;;;;;;STATENS VEGVESEN;1581;971032081;1;13738;;Strandveien ;9180;SKJERVØY;727365,371799999964423;7780663,045199999585748;5099;20,9740810;70,0326080
316;Vangberg gravlund;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;44114;;50;0;0;0;;;;;;;;;;;;TROMSØ OFFENTLIGE PARKERING AS;193;914231515;1;64040;;Vangberg;9013;TROMSØ;651348,960500000044703;7731358,636900000274181;5104;18,9014378;69,6471481
317;Straumfjord rasteplass;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;11358;;10;0;2;0;;;;;;;;;;;;STATENS VEGVESEN;1581;971032081;1;13724;;Straumfjord ;9151;STORSLETT;737656,249900000053458;7764596,636500000022352;5113;21,1997585;69,8801575
318;Studensamskipnaden Forhåpningen;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;44134;;0;8;0;0;;;;;;;;;;;;TROMSØ PARKERING AS;128;912994481;1;64082;;Forhåpningen 6;9011;TROMSØ;652887,057799999951385;7732441,909599999897182;5122;18,9427681;69,6559601
319;Tann-bygget, Hansine Hansens veg 86, Tromsø;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;44214;;3;70;3;2;;;;;;;;;;;;PARK NORDIC AS;83;992532920;1;64221;;Hansine Hansens veg 86;9019;TROMSØ;654031,988299999968149;7735754,953499999828637;5151;18,9777603;69,6849289
320;Heggen Videregående skole;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;11471;;0;100;6;2;;;;;;;;;;;;APCOA PARKING NORWAY AS;121;929292065;5;101694;;St Olavs Gate 91;9406;HARSTAD;561564,998499999986961;7632139,986800000071526;5157;16,5252075;68,7938538
321;Mørkvedbukta skole og barnehage;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;44537;;20;0;7;0;;;;;;;;;;;;BODØ KOMMUNE;222;972418013;1;64485;;Mørkvedbukta 38;8020;BODØ;481133,611600000003818;7462441,572700000368059;5221;14,5623016;67,2780304
322;Storgata 55-63;LANGS_KJOREBANE;NEI;Parkeringsregisteret;11832;;13;0;0;0;;;;;;;;;;;;HARSTAD KOMMUNE DRIFT OG UTBYGGINGSTJENESTEN AVD PARKERING;111;991103937;1;14524;;Storgata 63A;9406;HARSTAD;561910,957599999965169;7632164,326200000010431;5237;16,5337906;68,7939911
323;Framsenteret;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;11833;;3;89;3;2;;;;;;;;;;;;TROMSØ PARKERING AS;128;912994481;3;44639;;Hjalmar Johansens gate 14;9007;TROMSØ;653176,207399999955669;7731139,057500000111759;5238;18,9480343;69,6441345
324;Fauske kirkegård;LANGS_KJOREBANE;NEI;Parkeringsregisteret;11852;;20;0;0;0;;;;;;;;;;;;STATENS VEGVESEN;1581;971032081;1;14560;;Storgaten 4;8200;FAUSKE;516076,124200000020210;7460091,579699999652803;5241;15,3726387;67,2571182
325;Miljøgata;LANGS_KJOREBANE;NEI;Parkeringsregisteret;11853;;4;0;1;0;;;;;;;;;;;;STATENS VEGVESEN;1581;971032081;1;14579;;Inndyrveien 79;8140;INNDYR;457648,017700000025798;7435533,022199999541044;5242;14,0272760;67,0342865
326;Junkerdalen tollsted;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;11854;;40;0;0;0;;;;;;;;;;;;STATENS VEGVESEN;1581;971032081;1;14580;;Junkerdalen tollsted;8255;RØKLAND;536756,377399999997579;7404343,029799999669194;5243;15,8346272;66,7552567
327;Utfartsparkering Rv.80 Straumsnes;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;11856;;10;0;0;0;;;;;;;;;;;;STATENS VEGVESEN;1581;971032081;1;14561;;Rv.80;8215;VALNESFJORD;509319,699699999997392;7464051,735399999655783;5244;15,2163486;67,2929306
328;Tverlandet kontrollstasjon;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;11857;;20;0;0;0;;;;;;;;;;;;STATENS VEGVESEN;1581;971032081;1;14563;;Saltstraumvegen;8050;TVERLANDET;489547,469600000011269;7464278,440100000239909;5245;14,7573328;67,2949219
329;Rv.94 Strandgata Hammerfest sentrum;LANGS_KJOREBANE;NEI;Parkeringsregisteret;11860;;0;35;4;0;;;;;;;;;;;;STATENS VEGVESEN;1581;971032081;1;14565;;Strandgata 29;9600;HAMMERFEST;820170,010699999984354;7862858,982499999925494;5248;23,6898899;70,6637497
330;Skillvika;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;11871;;20;0;0;0;;;;;;;;;;;;STATENS VEGVESEN;1581;971032081;1;14558;;undefined 0;8908;BRØNNØYSUND;377105,690799999982119;7265613,563000000081956;5256;12,3446016;65,4896011
331;Storgata;LANGS_KJOREBANE;NEI;Parkeringsregisteret;11872;;0;30;0;0;;;;;;;;;;;;STATENS VEGVESEN;1581;971032081;1;14578;;Storgata 49;8900;BRØNNØYSUND;370730,122700000007171;7263998,746399999596179;5258;12,2085838;65,4726562
332;Kontrollplass E12 Gruben;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;11873;;10;0;0;0;;;;;;;;;;;;STATENS VEGVESEN;1581;971032081;1;14581;;Kontrollplass E12 Gruben;8610;MO I RANA;463852,816999999980908;7356037,427699999883771;5259;14,1933689;66,3220215
333;Rv.94 Fuglenesveien Hammerfest sentrum;LANGS_KJOREBANE;NEI;Parkeringsregisteret;11877;;2;0;0;0;;;;;;;;;;;;STATENS VEGVESEN;1581;971032081;1;14564;;Fuglenesveien 87;9601;HAMMERFEST;819510,795000000041910;7863637,996500000357628;5265;23,6752548;70,6714935
334;Stangnes Videregående skole;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;11978;;0;100;2;4;;;;;;;;;;;;APCOA PARKING NORWAY AS;121;929292065;2;69536;;Stangnesveien 39;9409;HARSTAD;563922,992800000007264;7631309,963999999687076;5300;16,5830688;68,7858734
335;Bispegata 4, Automat 23;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;12053;;0;5;0;0;;;;;;;;;;;;TROMSØ PARKERING AS;128;912994481;1;14858;;Bispegata 4;9008;TROMSØ;653462,540700000012293;7732111,638700000010431;5330;18,9570141;69,6526718
336;Nordre Tollbodgate 11;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;12600;;0;3;0;0;;;;;;;;;;;;APCOA PARKING NORWAY AS;121;929292065;2;69541;;Nordre Tollbodgate 11A;9008;TROMSØ;653560,984199999948032;7732264,009899999946356;5502;18,9597988;69,6539764
337;Mosjøen Stasjon ;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;12611;;11;75;3;4;;;;;;;;;;;;VEFSN KOMMUNE;401;844824122;1;15558;;Vollanvegen 40;8663;MOSJØEN;417792,449000000022352;7303846,119900000281632;5505;13,1994267;65,8453064
338;Dorgvegen;LANGS_KJOREBANE;NEI;Parkeringsregisteret;12613;;12;0;0;0;;;;;;;;;;;;TROMSØ OFFENTLIGE PARKERING AS;193;914231515;2;56020;;Dorgvegen;9017;TROMSØ;653152,055300000007264;7736986,781499999575317;5507;18,9571629;69,6964645
339;Sykehuset i Tromsø;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;12731;;5;0;5;0;;;;;;;;;;;;APCOA PARKING NORWAY AS;121;929292065;8;69510;;Sykehusvegen 38;9019;TROMSØ;654309,017699999967590;7735655,997800000011921;5562;18,9847260;69,6838837
340;Fauske Helsetun;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;12734;;0;70;8;0;;;;;;;;;;;;FAUSKE KOMMUNE;2242;972418021;3;89880;;Helsetunet;8200;FAUSKE;517131,136200000008103;7460590,203800000250340;5563;15,3971672;67,2615356
341;Fauske sentrum nord for E6;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;12736;;0;90;1;0;;;;;;;;;;;;FAUSKE KOMMUNE;2242;972418021;1;15796;;Rådhusgata 2;8200;FAUSKE;517041,187199999985751;7460375,247499999590218;5564;15,3950500;67,2596054
342;Storgaten;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;12739;;0;31;0;0;;;;;;;;;;;;FAUSKE KOMMUNE;2242;972418021;1;15840;;Storgaten 66;8200;FAUSKE;516938,000300000014249;7460286,632799999788404;5566;15,3926449;67,2588196
343;Fauske sentrum ;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;12754;;0;100;4;0;;;;;;;;;;;;FAUSKE KOMMUNE;2242;972418021;1;15819;;Torggata 12;8200;FAUSKE;516928,715700000000652;7460472,528599999845028;5572;15,3924570;67,2604904
344;Sjøgata/sør for E6;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;12755;;0;95;1;0;;;;;;;;;;;;FAUSKE KOMMUNE;2242;972418021;1;15797;;Sjøgata 64;8200;FAUSKE;516903,607900000002701;7460199,347099999897182;5573;15,3918352;67,2580414
345;Havngården;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;12756;;0;14;0;0;;;;;;;;;;;;FAUSKE KOMMUNE;2242;972418021;1;15821;;Sjøgata 89;8200;FAUSKE;517155,598400000017136;7460272,743700000457466;5574;15,3976870;67,2586823
346;Havnegata 28;LANGS_KJOREBANE;NEI;Parkeringsregisteret;45554;;0;70;0;0;;;;;;;;;;;;NARVIK KOMMUNE;301;959469059;1;65981;;Havnegata 28;8514;NARVIK;599098,339700000011362;7593246,209999999962747;5576;17,4163914;68,4344482
347;Dronningen gate 29 - 50;LANGS_KJOREBANE;NEI;Parkeringsregisteret;45574;;0;18;1;0;;;;;;;;;;;;NARVIK KOMMUNE;301;959469059;2;67017;;Dronningens gate 29;8514;NARVIK;599548,034899999969639;7593409,644299999810755;5583;17,4275017;68,4357529
348;Mimerbakken;LANGS_KJOREBANE;NEI;Parkeringsregisteret;45575;;0;8;0;0;;;;;;;;;;;;NARVIK KOMMUNE;301;959469059;1;65984;;Mimerbakken;8514;NARVIK;599560,397899999981746;7593569,827300000004470;5584;17,4279556;68,4371796
349;Alleen 10 - 14 ;LANGS_KJOREBANE;NEI;Parkeringsregisteret;45576;;0;35;3;0;;;;;;;;;;;;NARVIK KOMMUNE;301;959469059;2;66040;;Alleen 10 - 14;8516;NARVIK;598978,403000000049360;7593947,016300000250340;5585;17,4141388;68,4407654
350;Eurospar Kræmer og Stakkevollvegen 41 (Sone 10 B);AVGRENSET_OMRADE;NEI;Parkeringsregisteret;12814;;83;0;2;0;;;;;;;;;;;;ECO TRYGGHET AS;2162;922552274;1;15900;;Stakkevollvegen 41;9010;TROMSØ;653868,759899999946356;7733751,916299999691546;5589;18,9702015;69,6671066
351;Bankbakken ;LANGS_KJOREBANE;NEI;Parkeringsregisteret;45594;;0;8;0;0;;;;;;;;;;;;NARVIK KOMMUNE;301;959469059;2;65982;;Bankbakken;8514;NARVIK;599513,964400000055321;7593397,030000000260770;5599;17,4266586;68,4356537
352;Parkbakken;LANGS_KJOREBANE;NEI;Parkeringsregisteret;45595;;0;8;0;0;;;;;;;;;;;;NARVIK KOMMUNE;301;959469059;1;65983;;Parkbakken ;8514;NARVIK;599532,857700000051409;7593486,382799999788404;5601;17,4272041;68,4364471
353;Frydenlund gata 21 - 27;LANGS_KJOREBANE;NEI;Parkeringsregisteret;45596;;0;7;1;0;;;;;;;;;;;;NARVIK KOMMUNE;301;959469059;1;65985;;Frydenlundgata 21 - 27;8517;NARVIK;599357,930500000016764;7593917,175800000317395;5602;17,4233570;68,4403687
354;Eurospar Kvaløysletta;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;12834;;88;0;2;0;;;;;;;;;;;;ECO TRYGGHET AS;2162;922552274;1;15896;;Manetvegen 2;9100;KVALØYSLETTA;649616,234900000039488;7736166,223600000143051;5608;18,8647270;69,6911545
355;Eurospar Tromsdalen;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;12835;;24;0;1;0;;;;;;;;;;;;ECO TRYGGHET AS;2162;922552274;1;15897;;Anton Jakobsens Veg 1;9020;TROMSDALEN;654933,713199999998324;7731374,607300000265241;5609;18,9935932;69,6452179
356;Dronningens gate 54 - 60;LANGS_KJOREBANE;NEI;Parkeringsregisteret;45614;;0;14;2;0;;;;;;;;;;;;NARVIK KOMMUNE;301;959469059;1;66020;;Dronningens gate 52A;8514;NARVIK;599606,908300000010058;7593660,381699999794364;5621;17,4291763;68,4379807
357;Kinobakken;LANGS_KJOREBANE;NEI;Parkeringsregisteret;45615;;0;16;1;0;;;;;;;;;;;;NARVIK KOMMUNE;301;959469059;1;66021;;Kinobakken ;8514;NARVIK;599654,043300000019372;7593770,379700000397861;5623;17,4304295;68,4389496
358;Bussparkering Narvikfjellet;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;45634;;1;0;0;0;;;;;;;;;;;;NARVIK KOMMUNE;301;959469059;1;66060;;;8514;NARVIK;600344,885699999984354;7593068,223899999633431;5640;17,4465809;68,4324112
359;UNN Narvik Sykehusveien 3;LANGS_KJOREBANE;NEI;Parkeringsregisteret;45635;;0;38;1;0;;;;;;;;;;;;NARVIK KOMMUNE;301;959469059;1;66061;;Sykehusveien 3 ;8516;NARVIK;598930,485800000024028;7594051,154099999926984;5642;17,4130707;68,4417191
360;Storåsveien og Søsterveien;LANGS_KJOREBANE;NEI;Parkeringsregisteret;45636;;14;19;0;0;;;;;;;;;;;;NARVIK KOMMUNE;301;959469059;1;66062;;Storåsveien og Søsterveien;8516;NARVIK;598902,466499999980442;7594273,917700000107288;5644;17,4126015;68,4437256
361;Verkstedbakken ;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;45637;;0;111;0;0;;;;;;;;;;;;NARVIK KOMMUNE;301;959469059;1;66063;;Verkstedbakken 50;8514;NARVIK;599425,002199999988079;7593379,240899999625981;5646;17,4244747;68,4355240
362;Eurospar Langnes og Sparkjøp, 9015 Tromsø;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;13039;;60;0;2;0;;;;;;;;;;;;ECO TRYGGHET AS;2162;922552274;1;16171;;Stormåsevegen 1;9015;TROMSØ;652090,086600000038743;7734591,283200000412762;5708;18,9258327;69,6756439
363;Kommuneveien bussparkering;LANGS_KJOREBANE;NEI;Parkeringsregisteret;46055;;0;3;1;0;;;;;;;;;;;;NARVIK KOMMUNE;301;959469059;1;66810;;Kommuneveien;8514;NARVIK;599420,025499999988824;7593553,582499999552965;5730;17,4245205;68,4370880
364;Kommuneveien ved rådhus;LANGS_KJOREBANE;NEI;Parkeringsregisteret;46094;;0;8;1;8;;;;;;;;;;;;NARVIK KOMMUNE;301;959469059;1;66811;;Kommuneveien;8514;NARVIK;599518,597399999969639;7593780,437099999748170;5734;17,4271393;68,4390869
365;Håreksgate 68-72;LANGS_KJOREBANE;NEI;Parkeringsregisteret;46157;;12;0;0;0;;;;;;;;;;;;NARVIK KOMMUNE;301;959469059;2;66936;;Håreks gate 68A;8514;NARVIK;599790,125499999965541;7593775,420400000177324;5740;17,4337502;68,4389420
366;Tromsøbadet;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;13391;;9;124;9;4;;;;;;;;;;;;TROMSØ PARKERING AS;128;912994481;7;96204;;Dramsvegen 190;9010;TROMSØ;653235,743000000016764;7734511,927600000053644;5742;18,9551849;69,6742783
367;Håreks gate 31-53;LANGS_KJOREBANE;NEI;Parkeringsregisteret;46159;;49;0;0;0;;;;;;;;;;;;NARVIK KOMMUNE;301;959469059;1;66938;;Håreks gate 41;8514;NARVIK;599639,984000000054948;7593531,675999999977648;5743;17,4298573;68,4368134
368;Tore Hunds gate;LANGS_KJOREBANE;NEI;Parkeringsregisteret;46216;;14;0;0;0;;;;;;;;;;;;NARVIK KOMMUNE;301;959469059;1;66976;;Tore Hunds gate 43;8514;NARVIK;599778,378200000035577;7593677,977699999697506;5749;17,4333706;68,4380722
369;Dronningens gate 44-50;LANGS_KJOREBANE;NEI;Parkeringsregisteret;46237;;0;8;0;0;;;;;;;;;;;;NARVIK KOMMUNE;301;959469059;1;67018;;Dronningens gate 44;8514;NARVIK;599597,995600000023842;7593569,971099999733269;5752;17,4288712;68,4371719
370;Snorres gate;LANGS_KJOREBANE;NEI;Parkeringsregisteret;46239;;1;0;1;0;;;;;;;;;;;;NARVIK KOMMUNE;301;959469059;1;67019;;Snorres gate;8515;NARVIK;600339,798100000014529;7593860,484600000083447;5754;17,4472237;68,4395142
371;Fagernesveien 3;LANGS_KJOREBANE;NEI;Parkeringsregisteret;46256;;6;0;1;0;;;;;;;;;;;;NARVIK KOMMUNE;301;959469059;1;66997;;Fagernesveien 3;8514;NARVIK;599581,432200000039302;7592517,737800000235438;5755;17,4274578;68,4277496
372;Fjellveien ;LANGS_KJOREBANE;NEI;Parkeringsregisteret;46396;;5;0;0;0;;;;;;;;;;;;NARVIK KOMMUNE;301;959469059;1;67178;;Fjellveien 12;8515;NARVIK;600112,926300000050105;7593628,615199999883771;5780;17,4414711;68,4375153
373;Håkvik kirkegård;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;46397;;53;0;0;0;;;;;;;;;;;;NARVIK KOMMUNE;301;959469059;1;67179;;;8520;ANKENES;594818,266900000046007;7589828,537600000388920;5781;17,3090134;68,4052887
374;Åsveien;LANGS_KJOREBANE;NEI;Parkeringsregisteret;46398;;6;0;0;0;;;;;;;;;;;;NARVIK KOMMUNE;301;959469059;1;67180;;Åsveien;8520;ANKENES;597867,257699999958277;7591339,940399999730289;5782;17,3846073;68,4177933
375;Extra City Nord;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;13831;;0;29;2;0;;;;;;;;;;;;ONEPARK AS AVD HOVEDKONTOR;481;999538959;2;29218;;Gidsken Jakobsens Vei 41;8008;BODØ;474981,989400000020396;7462353,967100000008941;5802;14,4196119;67,2767944
376;Stangnes fergekai;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;14471;;20;0;0;0;;;;;;;;;;;;STATENS VEGVESEN;1581;971032081;2;18778;;;9405;HARSTAD;563744,003000000026077;7630835,981900000013411;5860;16,5783367;68,7816696
377;Stornes fergekai;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;14491;;6;0;0;0;;;;;;;;;;;;STATENS VEGVESEN;1581;971032081;2;18798;;Stornesveien;9405;HARSTAD;560005,246900000027381;7638655,504499999806285;5863;16,4904976;68,8526077
378;Stasjonsveien - Narvik gravlund;LANGS_KJOREBANE;NEI;Parkeringsregisteret;47276;;4;0;0;0;;;;;;;;;;;;NARVIK KOMMUNE;301;959469059;1;68376;;Stasjonsveien;8515;NARVIK;600421,159199999994598;7594069,843200000002980;5864;17,4494076;68,4413605
379;Rasteplass Gratangen;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;14531;;20;0;0;0;;;;;;;;;;;;STATENS VEGVESEN;1581;971032081;1;18878;;Kystkulturveien;9470;GRATANGEN;609310,187799999956042;7617988,517199999652803;5866;17,6914310;68,6523361
380;Sjøvegan sentrum;LANGS_KJOREBANE;NEI;Parkeringsregisteret;14571;;0;4;1;0;;;;;;;;;;;;STATENS VEGVESEN;1581;971032081;1;18823;;Kongsveien;9350;SJØVEGAN;613876,908599999966100;7643253,574000000022352;5868;17,8323498;68,8768234
381;Grusholla parkering;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;47497;;0;75;0;0;;;;;;;;;;;;GERHARD SVENNING AS;4703;975933091;1;68758;;Blåtindveien;8300;SVOLVÆR;482547,911900000006426;7570220,753999999724329;5891;14,5780687;68,2448273
382;Nusfjord;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;14851;;10;0;0;0;;;;;;;;;;;;STATENS VEGVESEN;1581;971032081;1;19218;;Nusfjordveien;8382;NAPP;430996,528899999975692;7547762,026700000278652;5902;13,3466797;68,0356445
383;Å i Lofoten;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;14871;;10;0;0;0;;;;;;;;;;;;STATENS VEGVESEN;1581;971032081;1;19199;;Moskenesveien;8392;SØRVÅGEN;415034,189100000017788;7530859,116499999538064;5906;12,9777374;67,8798599
384;Bjørgan Skianlegg;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;47757;;0;75;2;0;;;;;;;;;;;;FINTER AS;3902;820020952;1;69122;;Bjørganvegen 65;7870;GRONG;371411,811700000020210;7143218,597199999727309;5916;12,3331728;64,3904037
385;Bolagsgata;LANGS_KJOREBANE;NEI;Parkeringsregisteret;47816;;0;30;0;0;;;;;;;;;;;;NARVIK KOMMUNE;301;959469059;1;69176;;Bolagsgata;8514;NARVIK;599261,267400000011548;7593587,287600000388920;5917;17,4206867;68,4374466
386;Sameiet Workintoppen;PARKERINGSHUS;NEI;Parkeringsregisteret;15311;;0;38;1;2;;;;;;;;;;;;PARK NORDIC AS;83;992532920;3;45579;;Workinntoppen 24;9016;TROMSØ;652462,018599999952130;7733249,001899999566376;5947;18,9331779;69,6634216
387;Brannbakken-OTbakken;LANGS_KJOREBANE;NEI;Parkeringsregisteret;48097;;4;13;3;0;;;;;;;;;;;;NARVIK KOMMUNE;301;959469059;1;69954;;Kongens gate 57;8514;NARVIK;599650,212799999979325;7593880,933199999853969;5948;17,4304428;68,4399414
388;Dronningens gate- Brannbakken;LANGS_KJOREBANE;NEI;Parkeringsregisteret;48098;;0;24;0;0;;;;;;;;;;;;NARVIK KOMMUNE;301;959469059;1;69955;;Dronningens gate 59C;8514;NARVIK;599726,306699999957345;7593818,765200000256300;5949;17,4322376;68,4393539
389;Dronningens gate-Tøttaveien;LANGS_KJOREBANE;NEI;Parkeringsregisteret;48119;;1;18;1;0;;;;;;;;;;;;NARVIK KOMMUNE;301;959469059;1;70016;;Dronningensgate 75;8515;NARVIK;599824,182499999995343;7593927,312300000339746;5956;17,4347267;68,4402924
390;Reine sentrum;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;48376;;0;12;1;0;;;;;;;;;;;;MOSKENES KOMMUNE;4783;945962151;1;70417;;Reineveien 84;8390;REINE;419880,039800000027753;7536831,998399999924004;5989;13,0885983;67,9347839
391;Reine ytre havn;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;48377;;0;100;6;6;;;;;;;;;;;;MOSKENES KOMMUNE;4783;945962151;2;70420;;Reine ytre havn 10;8390;REINE;419942,998800000001211;7536831,948300000280142;5990;13,0900993;67,9347992
392;Tromsøhallen;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;16071;;38;146;2;0;;;;;;;;;;;;TROMSØ PARKERING AS;128;912994481;2;42338;;Templarheimen;9010;TROMSØ;653285,325500000035390;7734652,743700000457466;6045;18,9566956;69,6755066
393;Kirkegata;LANGS_KJOREBANE;NEI;Parkeringsregisteret;48876;;1;45;1;0;;;;;;;;;;;;NARVIK KOMMUNE;301;959469059;1;70976;;Kirkegata 25B;8516;NARVIK;599150,820700000040233;7593843,860100000165403;6049;17,4182415;68,4397812
394;Frydenlundgata-Hålogalandsgata;LANGS_KJOREBANE;NEI;Parkeringsregisteret;48877;;0;35;0;0;;;;;;;;;;;;NARVIK KOMMUNE;301;959469059;1;70938;;Frydenlundgata 3;8516;NARVIK;599191,850199999986216;7593776,393699999898672;6050;17,4191761;68,4391632
395;Sjøsiden Senter Mosjøen;PARKERINGSHUS;NEI;Parkeringsregisteret;49417;;0;90;0;0;;;;;;;;;;;;APCOA PARKING NORWAY AS;121;929292065;1;71700;;Smågan 2;8656;MOSJØEN;417361,014099999971222;7303240,951100000180304;6092;13,1903648;65,8397675
396;Øvre Åsen boligsameie;PARKERINGSHUS;NEI;Parkeringsregisteret;49578;;0;5;3;0;;;;;;;;;;;;TROMSØ PARKERING AS;128;912994481;1;72260;;Nordmannsgårdsvegen 2;9020;TROMSDALEN;653286,797699999995530;7728272,402099999599159;6099;18,9461136;69,6184235
397;Narvikhallen;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;17012;;0;80;1;0;;;;;;;;;;;;NARVIK KOMMUNE;301;959469059;4;101797;;Lillevikveien 9;8516;NARVIK;598667,984599999967031;7594114,979000000283122;6117;17,4067364;68,4423828
398;Torolfs gate 7-9;LANGS_KJOREBANE;NEI;Parkeringsregisteret;17075;;7;0;2;0;;;;;;;;;;;;VEFSN KOMMUNE;401;844824122;1;22041;;Torolfs Gate 7;8657;MOSJØEN;417525,995799999975134;7302859,053199999965727;6126;13,1942158;65,8363876
399;Prestegårdsjordet - Kirken;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;17091;;100;0;8;0;;;;;;;;;;;;VEFSN KOMMUNE;401;844824122;1;22040;;Austerbygdvegen 1;8663;MOSJØEN;417971,709499999997206;7303834,850300000049174;6129;13,2033577;65,8452454
400;kommunal parkering;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;50065;;12;0;0;0;;;;;;;;;;;;HAMMERFEST PARKERING KF;124;992041765;1;72903;;Parkgata 18;9600;HAMMERFEST;819818,249700000043958;7862722,651300000026822;6152;23,6799545;70,6629868
401;Skiferveien Parkering;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;17391;;42;0;2;0;;;;;;;;;;;;ALTA KOMMUNE KOMMUNALTEKNIKK;164;976980905;1;22378;;;9513;ALTA;813850,376000000047497;7782605,007000000216067;6164;23,2280197;69,9597931
402;Sentrum Terrasse P-hus;PARKERINGSHUS;NEI;Parkeringsregisteret;50641;;2;38;1;0;;;;;;;;;;;;PARK NORDIC AS;83;992532920;2;73706;;Grønnegata 64;9008;TROMSØ;653364,003900000010617;7731726,989599999971688;6203;18,9538403;69,6492844
403;Fagernesparken;LANGS_KJOREBANE;NEI;Parkeringsregisteret;50720;;3;0;0;0;;;;;;;;;;;;NARVIK KOMMUNE;301;959469059;1;73865;;Fagernesveien;8514;NARVIK;599754,733899999991991;7591201,701799999922514;6208;17,4304123;68,4158936
404;Universitetet i Tromsø - Campus Breivika;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;18272;;0;147;2;4;;;;;;;;;;;;APCOA PARKING NORWAY AS;121;929292065;6;69559;;Hansine Hansens Veg 18;9019;TROMSØ;653823,988200000021607;7735180,030100000090897;6235;18,9714413;69,6799088
405;Kvartal 99;PARKERINGSHUS;NEI;Parkeringsregisteret;18291;;0;348;20;20;;;;;;;;;;;;APCOA PARKING NORWAY AS;121;929292065;2;69463;;Prinsens Gate 81;8003;BODØ;472824,020699999993667;7462610,016699999570847;6237;14,3694925;67,2789078
406;Jernbanegata, Jernbanekafeen;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;18392;;13;0;2;0;;;;;;;;;;;;FAUSKE KOMMUNE;2242;972418021;1;23600;;Jernbanegata 19;8200;FAUSKE;517191,996400000003632;7460852,803000000305474;6241;15,3986168;67,2638855
407;Jernbanestasjonen,  ansattparkering BaneNor;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;18393;;0;20;0;0;;;;;;;;;;;;FAUSKE KOMMUNE;2242;972418021;1;23601;;Jernbanegata 19;8200;FAUSKE;517239,635999999998603;7460829,028699999675155;6243;15,3997183;67,2636642
408;Fauske Jernbanestasjon, pendlerparkering;AVGRENSET_OMRADE;NEI;Parkeringsregisteret;18411;;0;50;2;0;;;;;;;;;;;;FAUSKE KOMMUNE;2242;972418021;1;23598;;Jernbanegata 19;8200;FAUSKE;517167,511200000008103;7460897,908400000073016;6244;15,3980560;67,2642899
